0.135299995541573	0.279399991035461	1
0.225500002503395	0.465700000524521	1
0.270599991083145	0.558799982070923	1
0.387459576129913	0.627149164676666	0.983405172824860
0.504319190979004	0.695498347282410	0.966810345649719
0.621178746223450	0.763847529888153	0.950215518474579
0.706450104713440	0.812974631786346	0.939355671405792
0.791721403598785	0.862101674079895	0.928495883941650
0.876992762088776	0.911228775978088	0.917636036872864
0.899087607860565	0.921911597251892	0.918246269226074
0.921182453632355	0.932594418525696	0.918856441974640
0.943277299404144	0.943277299404144	0.919466614723206
0.954621851444244	0.954621851444244	0.802233278751373
0.965966403484345	0.965966403484345	0.684999942779541
0.977310895919800	0.977310895919800	0.567766666412354
0.988655447959900	0.988655447959900	0.450533330440521
1	1	0.333299994468689
1	0.925933361053467	0.308633327484131
1	0.851866662502289	0.283966660499573
1	0.777800023555756	0.259299993515015
1	0.694450020790100	0.231499999761581
1	0.611100018024445	0.203700006008148
1	0.527750015258789	0.175899997353554
1	0.444400012493134	0.148100003600121
1	0.407366663217545	0.135766670107842
1	0.370333343744278	0.123433336615562
1	0.333299994468689	0.111100003123283
1	0.288859993219376	0.0962800011038780
1	0.244419991970062	0.0814599990844727
1	0.199980005621910	0.0666400045156479
1	0.155540004372597	0.0518200024962425
1	0.111100003123283	0.0370000004768372
1	0	0
0.928857147693634	0	0
0.857714295387268	0	0
0.786571443080902	0	0
0.715428531169891	0	0
0.644285678863525	0	0
0.573142826557159	0	0
0.501999974250794	0	0
